school_id,district,school,total_actively_enrolled_students,gender_female,gender_male,gender_missing,black_or_african_american,white,pupils_in_poverty,year,all_other_races
2201004,Georgetown 01,Georgetown High,911,454,457,0,445,385,626,2019,81
2201008,Georgetown 01,Andrews Elem,807,391,416,0,404,365,641,2019,38
2201009,Georgetown 01,Browns Ferry Elem,179,92,87,0,166,10,159,2019,3
2201012,Georgetown 01,Pleasant Hill Elem,363,170,193,0,156,197,273,2019,10
2201013,Georgetown 01,Georgetown Middle,758,366,392,0,358,313,565,2019,87
2201014,Georgetown 01,Kensington Elem,612,308,304,0,245,277,447,2019,90
2201015,Georgetown 01,Maryville Elem,534,269,265,0,264,190,444,2019,80
2201016,Georgetown 01,McDonald Elem,488,228,260,0,307,142,426,2019,39
2201020,Georgetown 01,Plantersville Elem,87,38,49,0,75,11,84,2019,1
2201022,Georgetown 01,Rosemary Middle,420,207,213,0,216,179,326,2019,25
2201023,Georgetown 01,Sampit Elem,323,159,164,0,206,98,287,2019,19
2201024,Georgetown 01,Waccamaw Elem,562,281,281,0,121,423,266,2019,18
2201025,Georgetown 01,Waccamaw High,843,417,426,0,152,640,314,2019,51
2201026,Georgetown 01,Carvers Bay High,361,186,175,0,280,77,281,2019,4
2201027,Georgetown 01,Carvers Bay Middle,310,142,168,0,214,89,261,2019,7
2201028,Georgetown 01,Waccamaw Middle,407,190,217,0,71,300,166,2019,36
2201029,Georgetown 01,Waccamaw Intermediate,482,230,252,0,106,354,226,2019,22
2201601,Georgetown 01,Coastal Montessori Charter,266,144,122,0,18,238,83,2019,10
2301002,Greenville 01,Berea High,1034,449,585,0,276,264,808,2019,494
2301003,Greenville 01,Blue Ridge High,958,458,500,0,46,822,367,2019,90
2301005,Greenville 01,Carolina Academy (High),709,321,388,0,300,107,603,2019,302
2301006,Greenville 01,Eastside High,1495,721,774,0,204,998,507,2019,293
2301008,Greenville 01,Greenville Sr High Academy,1416,755,661,0,408,596,736,2019,412
2301009,Greenville 01,Greer High,1165,537,628,0,247,576,699,2019,342
2301010,Greenville 01,Wade Hampton High,1744,888,856,0,305,1000,782,2019,439
2301011,Greenville 01,Hillcrest Middle,969,476,493,0,226,590,420,2019,153
2301012,Greenville 01,Hillcrest High,2133,997,1136,0,513,1274,935,2019,346
2301013,Greenville 01,J L Mann High Academy,1910,931,979,0,484,1067,685,2019,359
2301014,Greenville 01,Mauldin High,2305,1149,1156,0,474,1406,746,2019,425
2301017,Greenville 01,Riverside High,1763,909,854,0,163,1166,427,2019,434
2301018,Greenville 01,Southside High,740,357,383,0,451,94,543,2019,195
2301020,Greenville 01,Travelers Rest High,1123,513,610,0,147,856,645,2019,120
2301023,Greenville 01,Woodmont High,1648,831,817,0,383,1041,814,2019,224
2301024,Greenville 01,Bryson Middle,960,481,479,0,264,501,581,2019,195
2301027,Greenville 01,Gateway Elem,730,376,354,0,112,544,417,2019,74
2301028,Greenville 01,Alexander Elem,422,189,233,0,130,46,375,2019,246
2301029,Greenville 01,Beck Academy,972,511,461,0,307,486,448,2019,179
2301030,Greenville 01,Brook Glenn Elem,415,216,199,0,88,159,329,2019,168
2301031,Greenville 01,Armstrong Elem,434,210,224,0,95,175,357,2019,164
2301034,Greenville 01,Augusta Circle Elem,569,306,263,0,39,509,62,2019,21
2301036,Greenville 01,Berea Elem,490,237,253,0,125,98,420,2019,267
2301037,Greenville 01,Bethel Elem,960,502,458,0,225,595,450,2019,140
2301038,Greenville 01,Blythe Academy,887,436,451,0,279,331,480,2019,277
2301039,Greenville 01,Brushy Creek Elem,904,460,444,0,126,570,415,2019,208
2301040,Greenville 01,Bryson Elem,899,443,456,0,217,481,512,2019,201
2301042,Greenville 01,Berea Middle,802,360,442,0,222,201,666,2019,379
2301043,Greenville 01,Sue Cleveland Elem,598,263,335,0,208,266,519,2019,124
2301044,Greenville 01,Sara Collins Elem,923,471,452,0,257,535,401,2019,131
2301046,Greenville 01,Plain Elem,953,467,486,0,149,648,410,2019,156
2301047,Greenville 01,Crestview Elem,699,349,350,0,162,380,492,2019,157
2301051,Greenville 01,Duncan Chapel Elem,656,315,341,0,202,216,536,2019,238
2301052,Greenville 01,Woodmont Middle,715,321,394,0,283,318,497,2019,114
2301054,Greenville 01,East North St Academy,773,350,423,0,349,192,618,2019,232
2301057,Greenville 01,Fork Shoals Elem,793,375,418,0,100,589,359,2019,104
2301058,Greenville 01,Fountain Inn Elem,746,347,399,0,268,359,549,2019,119
2301059,Greenville 01,Greenville Middle Academy,851,439,412,0,203,435,411,2019,213
2301060,Greenville 01,Greer Middle,985,473,512,0,201,462,681,2019,322
2301061,Greenville 01,Hollis Academy,753,358,395,0,310,74,703,2019,369
2301062,Greenville 01,Hughes Academy,1029,442,587,0,355,392,608,2019,282
2301063,Greenville 01,Lake Forest Elem,799,386,413,0,155,278,584,2019,366
2301066,Greenville 01,Lakeview Middle,669,294,375,0,160,94,594,2019,415
2301067,Greenville 01,Mauldin Elem,1011,486,525,0,400,410,590,2019,201
2301068,Greenville 01,Mitchell Road Elem,583,296,287,0,148,251,369,2019,184
2301069,Greenville 01,Monaview Elem,609,300,309,0,80,87,522,2019,442
2301071,Greenville 01,Mountain View Elem,828,425,403,0,28,731,368,2019,69
2301074,Greenville 01,Northwood Middle,897,456,441,0,186,473,452,2019,238
2301076,Greenville 01,Paris Elem,636,309,327,0,57,429,287,2019,150
2301077,Greenville 01,Northwest Middle,842,428,414,0,94,664,524,2019,84
2301078,Greenville 01,League Academy,833,452,381,0,185,491,399,2019,157
2301079,Greenville 01,Pelham Road Elem,779,355,424,0,76,569,223,2019,134
2301081,Greenville 01,Simpsonville Elem,765,390,375,0,174,410,425,2019,181
2301083,Greenville 01,Skyland Elem,776,382,394,0,36,656,419,2019,84
2301084,Greenville 01,Slater Marietta Elem,423,198,225,0,14,360,311,2019,49
2301085,Greenville 01,Stone Academy,655,343,312,0,110,488,196,2019,57
2301086,Greenville 01,Sevier Middle,773,374,399,0,154,417,444,2019,202
2301087,Greenville 01,Summit Drive Elem,471,215,256,0,93,274,246,2019,104
2301088,Greenville 01,Tanglewood Middle,794,376,418,0,348,104,717,2019,342
2301089,Greenville 01,Taylors Elem,768,362,406,0,143,470,455,2019,155
2301090,Greenville 01,Tigerville Elem,305,131,174,0,9,281,151,2019,15
2301093,Greenville 01,Buena Vista Elem,909,429,480,0,132,589,268,2019,188
2301095,Greenville 01,Welcome Elem,700,351,349,0,243,127,650,2019,330
2301098,Greenville 01,Westcliffe Elem,301,134,167,0,55,97,250,2019,149
2301099,Greenville 01,Woodland Elem,1090,537,553,0,108,627,475,2019,355
2301100,Greenville 01,Ellen Woodside Elem,715,321,394,0,132,457,481,2019,126
2301101,Greenville 01,Greenbrier Elem,796,390,406,0,275,364,493,2019,157
2301104,Greenville 01,Grove Elem,663,328,335,0,252,87,607,2019,324
2301106,Greenville 01,Blue Ridge Middle,987,491,496,0,43,850,421,2019,94
2301107,Greenville 01,Heritage Elem,624,290,334,0,38,531,451,2019,55
2301108,Greenville 01,Oakview Elem,1019,511,508,0,108,763,228,2019,148
2301109,Greenville 01,Chandler Creek Elem,981,487,494,0,212,474,723,2019,295
2301110,Greenville 01,Mauldin Middle,1057,517,540,0,233,635,424,2019,189
2301111,Greenville 01,Riverside Middle,1127,594,533,0,118,738,334,2019,271
2301112,Greenville 01,Bells Crossing Elem,1037,496,541,0,89,776,291,2019,172
2301113,Greenville 01,Robert E. Cashion Elem.,704,355,349,0,351,190,533,2019,163
2301114,Greenville 01,Cherrydale Elem,675,333,342,0,243,78,622,2019,354
2301115,Greenville 01,Thomas E. Kerns Elem,640,286,354,0,361,80,576,2019,199
2301116,Greenville 01,Sterling Elem,793,403,390,0,263,383,348,2019,147
2301117,Greenville 01,Rudolph G. Gordon School at Jones Mill,1139,563,576,0,127,874,370,2019,138
2301118,Greenville 01,Ralph Chandler Middle,752,389,363,0,87,576,315,2019,89
2301119,Greenville 01,A J Whittenburg Elem,548,241,307,0,291,151,356,2019,106
2301120,Greenville 01,Monarch Elem.,960,478,482,0,74,682,244,2019,204
2301121,Greenville 01,Dr. Phinnize J Fisher Middle,992,448,544,0,347,476,420,2019,169
2301612,Greenville 01,Langston Charter Middle,441,225,216,0,20,348,37,2019,73
2301801,Greenville 01,Overbrook Child Dev Ctr,975,418,557,0,292,309,791,2019,374
2301902,Greenville 01,Washington Center,126,53,73,0,41,57,120,2019,28
2450001,Greenwood 50,Emerald High,797,399,398,0,316,392,519,2019,89
2450002,Greenwood 50,Greenwood High,1405,691,714,0,525,633,822,2019,247
2450003,Greenwood 50,Northside Middle,693,324,369,0,270,286,537,2019,137
2450008,Greenwood 50,Eleanor S. Rice Elem.,551,254,297,0,340,148,489,2019,63
2450009,Greenwood 50,Lakeview Elem,650,325,325,0,257,297,440,2019,96
2450011,Greenwood 50,Mathews Elem,520,273,247,0,256,154,467,2019,110
2450012,Greenwood 50,Merrywood Elem,531,256,275,0,210,232,399,2019,89
2450014,Greenwood 50,Pinecrest Elem,472,238,234,0,238,100,400,2019,134
2450016,Greenwood 50,Hodges Elem,334,169,165,0,87,227,204,2019,20
2450017,Greenwood 50,Brewer Middle,699,396,303,0,307,251,492,2019,141
2450018,Greenwood 50,Woodfields Elem,622,319,303,0,274,181,543,2019,167
2450028,Greenwood 50,Springfield Elem,575,286,289,0,255,225,421,2019,95
2450029,Greenwood 50,Westview Middle,665,279,386,0,225,315,456,2019,125
2450800,Greenwood 50,Greenwood ECC,235,117,118,0,114,47,214,2019,74
2451020,Greenwood 51,Ware Shoals High,253,121,132,0,29,205,150,2019,19
2451022,Greenwood 51,Ware Shoals Primary,426,193,233,0,62,316,348,2019,48
2451024,Greenwood 51,Ware Shoals Elem/Middle,281,141,140,0,57,189,208,2019,35
2452025,Greenwood 52,Ninety Six High,434,201,233,0,81,335,213,2019,18
2452026,Greenwood 52,Edgewood Middle,383,188,195,0,84,264,232,2019,35
2452027,Greenwood 52,Ninety Six Elem,350,170,180,0,86,241,236,2019,23
2452028,Greenwood 52,Ninety-Six Primary,379,178,201,0,101,256,277,2019,22
2501001,Hampton 01,Wade Hampton High,604,302,302,0,323,254,432,2019,27
2501004,Hampton 01,Brunson Elem,177,83,94,0,57,109,132,2019,11
2501006,Hampton 01,Hampton Elem,364,172,192,0,196,144,302,2019,24
2501008,Hampton 01,North District Middle,342,173,169,0,197,127,271,2019,18
2501009,Hampton 01,Varnville Elementary,293,142,151,0,137,141,245,2019,15
2501010,Hampton 01,Fennell Elem,136,79,57,0,117,14,117,2019,5
2501018,Hampton 01,Ben Hazel Primary,281,136,145,0,131,133,219,2019,17
2502011,Hampton 02,Estill High,177,79,98,0,167,0,150,2019,10
2502014,Hampton 02,Estill Middle,172,89,83,0,160,3,157,2019,9
2502017,Hampton 02,Estill Elem,335,168,167,0,320,2,317,2019,13
2601001,Horry 01,Aynor High,780,372,408,0,62,666,401,2019,52
2601002,Horry 01,N Myrtle Beach High,1433,699,734,0,313,898,794,2019,222
2601004,Horry 01,Conway High,1455,690,765,0,443,806,981,2019,206
2601006,Horry 01,Green Sea Floyds High,687,329,358,0,229,397,506,2019,61
2601008,Horry 01,Loris High,776,385,391,0,308,383,558,2019,85
2601010,Horry 01,Myrtle Beach High,1408,669,739,0,300,710,871,2019,398
2601011,Horry 01,Socastee High,1620,767,853,0,136,1110,851,2019,374
2601013,Horry 01,Whittemore Park Middle,728,359,369,0,281,322,612,2019,125
2601014,Horry 01,Aynor Elem,857,422,435,0,75,666,591,2019,116
2601016,Horry 01,Myrtle Beach Middle,1135,530,605,0,297,425,842,2019,413
2601017,Horry 01,Conway Middle,677,290,387,0,175,422,457,2019,80
2601021,Horry 01,Daisy Elem,618,290,328,0,225,270,522,2019,123
2601023,Horry 01,Green Sea Floyds Elem,579,280,299,0,195,314,475,2019,70
2601025,Horry 01,Homewood Elem,663,321,342,0,255,273,563,2019,135
2601027,Horry 01,Loris Middle,700,349,351,0,289,320,550,2019,91
2601028,Horry 01,Kingston Elem,463,211,252,0,52,334,339,2019,77
2601029,Horry 01,Lakewood Elem,1029,497,532,0,73,728,668,2019,228
2601030,Horry 01,St. James Elem,783,394,389,0,41,594,434,2019,148
2601032,Horry 01,Loris Elem,826,394,432,0,334,360,700,2019,132
2601033,Horry 01,Midland Elem,551,273,278,0,45,455,390,2019,51
2601034,Horry 01,Myrtle Beach Elem,638,305,333,0,177,204,501,2019,257
2601035,Horry 01,Myrtle Beach Primary,819,370,449,0,221,323,686,2019,275
2601036,Horry 01,Conway Elem,671,324,347,0,221,377,425,2019,73
2601037,Horry 01,N Myrtle Beach Middle,1224,605,619,0,261,729,792,2019,234
2601039,Horry 01,Pee Dee Elem,772,342,430,0,166,456,632,2019,150
2601042,Horry 01,Waccamaw Elem,863,408,455,0,210,416,704,2019,237
2601045,Horry 01,South Conway Elem,616,306,310,0,238,278,514,2019,100
2601046,Horry 01,Forestbrook Elem,988,483,505,0,85,716,619,2019,187
2601047,Horry 01,St. James Middle,883,435,448,0,56,695,464,2019,132
2601049,Horry 01,Carolina Forest Elem,1181,590,591,0,115,789,688,2019,277
2601050,Horry 01,Seaside Elem,523,255,268,0,11,437,349,2019,75
2601051,Horry 01,Forestbrook Middle,866,425,441,0,59,536,548,2019,271
2601052,Horry 01,Carolina Forest High,2422,1154,1268,0,342,1593,1212,2019,487
2601053,Horry 01,Myrtle Beach Intermed,762,360,402,0,205,261,600,2019,296
2601054,Horry 01,Socastee Elem,866,412,454,0,109,396,698,2019,361
2601056,Horry 01,Palmetto Bays Elem,629,291,338,0,97,290,508,2019,242
2601057,Horry 01,Aynor Middle,722,377,345,0,59,582,456,2019,81
2601058,Horry 01,St. James High,1643,826,817,0,127,1302,788,2019,214
2601060,Horry 01,Ocean Bay Elem,931,457,474,0,66,751,360,2019,114
2601061,Horry 01,Ocean Bay Middle,566,267,299,0,38,432,232,2019,96
2601062,Horry 01,Black Water Middle,719,380,339,0,149,413,570,2019,157
2601063,Horry 01,Burgess Elementary,726,348,378,0,70,486,478,2019,170
2601064,Horry 01,HCS Early College High,379,256,123,0,103,179,278,2019,97
2601065,Horry 01,River Oaks Elem.,1101,542,559,0,118,669,630,2019,314
2601066,Horry 01,Ocean Drive Elementary,946,468,478,0,82,670,547,2019,194
2601067,Horry 01,Waterway Elementary,712,335,377,0,157,367,512,2019,188
2601068,Horry 01,Riverside Elementary,651,323,328,0,226,317,483,2019,108
2601069,Horry 01,Socastee Middle School,472,239,233,0,43,314,262,2019,115
2601070,Horry 01,Ten Oaks Middle School,972,449,523,0,92,660,492,2019,220
2601071,Horry 01,St.James Intermediate School,894,431,463,0,57,705,507,2019,132
2601601,Horry 01,Bridgewater Academy Charter,154,73,81,0,48,70,123,2019,36
2601602,Horry 01,Palmetto Academy of Learn/Sci,315,166,149,0,12,254,117,2019,48
2601603,Horry 01,Academy of Hope Charter,144,75,69,0,104,21,131,2019,19
2601604,Horry 01,Palmetto Academy - Motorsports,135,9,126,0,6,114,98,2019,15
2701010,Jasper 01,Hardeeville Elem,614,301,313,0,267,51,526,2019,296
2701011,Jasper 01,Ridgeland Elem,903,441,460,2,553,91,802,2019,259
2701012,Jasper 01,Hardeeville-Ridgeland Middle,475,235,240,0,275,45,432,2019,155
2701013,Jasper 01,Ridgeland-Hardeeville High,623,306,317,0,428,40,530,2019,155
2801003,Kershaw 01,North Central High,429,199,230,0,90,285,275,2019,54
2801005,Kershaw 01,Camden High,948,472,476,0,373,476,547,2019,99
2801007,Kershaw 01,Lugoff Elgin High,1561,742,819,0,327,1051,695,2019,183
2801010,Kershaw 01,Baron Dekalb Elem,217,104,113,0,47,156,163,2019,14
2801011,Kershaw 01,Bethune Elem,130,60,69,1,37,75,112,2019,18
2801012,Kershaw 01,Blaney Elem,750,359,391,0,128,468,487,2019,154
2801013,Kershaw 01,Jackson Elem,551,281,270,0,266,167,458,2019,118
2801014,Kershaw 01,Camden Middle,835,425,410,0,348,392,544,2019,95
2801015,Kershaw 01,Camden Elem of Creative Arts,517,255,262,0,171,269,285,2019,77
2801016,Kershaw 01,Lugoff Elgin Middle,704,333,371,0,145,484,349,2019,75
2801018,Kershaw 01,Lugoff Elem,556,258,298,0,142,341,329,2019,73
2801019,Kershaw 01,Midway Elem,385,176,209,0,88,237,302,2019,60
2801020,Kershaw 01,Mt Pisgah Elem,156,69,87,0,13,127,107,2019,16
2801021,Kershaw 01,Pine Tree Hill Elem,518,247,271,0,153,295,328,2019,70
2801022,Kershaw 01,Wateree Elem,680,327,353,0,87,500,374,2019,93
2801023,Kershaw 01,Leslie M. Stover Middle,631,300,331,0,117,399,371,2019,115
2801024,Kershaw 01,Dobys Mill Elem,646,292,354,0,132,398,403,2019,116
2801025,Kershaw 01,North Central Middle,438,220,218,0,84,295,309,2019,59
2901002,Lancaster 01,Buford High,559,278,281,0,46,491,259,2019,22
2901003,Lancaster 01,A.R. Rucker Middle,562,270,292,0,298,165,425,2019,99
2901006,Lancaster 01,Indian Land High,1159,568,591,0,166,818,314,2019,175
2901007,Lancaster 01,Andrew Jackson High,603,297,306,0,123,452,297,2019,28
2901008,Lancaster 01,Lancaster High,1177,587,590,0,576,406,878,2019,195
2901010,Lancaster 01,South Middle,590,291,299,0,281,177,509,2019,132
2901011,Lancaster 01,Brooklyn Springs Elem,471,230,241,0,243,109,442,2019,119
2901012,Lancaster 01,Buford Elem,726,339,387,0,42,644,476,2019,40
2901014,Lancaster 01,North Elem,702,344,358,0,288,277,482,2019,137
2901015,Lancaster 01,Clinton Elem,522,255,267,0,352,102,486,2019,68
2901017,Lancaster 01,Erwin Elem,419,222,197,0,203,154,374,2019,62
2901019,Lancaster 01,Heath Springs Elem,414,190,223,1,84,295,283,2019,35
2901021,Lancaster 01,Indian Land Elem,1045,513,532,0,103,742,254,2019,200
2901023,Lancaster 01,Kershaw Elem,481,215,266,0,145,282,371,2019,54
2901024,Lancaster 01,McDonald Green Elem,424,216,208,0,171,175,332,2019,78
2901027,Lancaster 01,Andrew Jackson Middle,490,212,278,0,109,350,278,2019,31
2901028,Lancaster 01,Buford Middle,422,194,228,0,22,381,247,2019,19
2901029,Lancaster 01,Indian Land Middle,1063,534,529,0,146,749,255,2019,168
2901030,Lancaster 01,Harrisburg Elementary,890,456,434,0,77,639,212,2019,174
2901031,Lancaster 01,Van Wyck Elementary,675,306,369,0,61,495,164,2019,119
2901611,Lancaster 01,Discovery Charter Of Lancaster,107,45,62,0,19,76,50,2019,12
3055004,Laurens 55,Laurens Dist 55 High,1399,664,735,0,387,812,855,2019,200
3055005,Laurens 55,Laurens Middle,442,217,225,0,146,199,308,2019,97
3055006,Laurens 55,Ford Elem,501,222,279,0,149,152,463,2019,200
3055010,Laurens 55,E B Morse Elem,538,272,266,0,265,228,431,2019,45
3055011,Laurens 55,Laurens Elem,641,321,320,0,298,285,462,2019,58
3055013,Laurens 55,Sanders Middle,346,173,173,0,136,153,251,2019,57
3055014,Laurens 55,Waterloo Elem,256,124,132,0,44,201,208,2019,11
3055016,Laurens 55,Gray Court-Owing Elem/Middle School,789,370,419,0,176,453,610,2019,160
3055017,Laurens 55,Hickory Tavern Elem/Middle School,682,332,350,0,57,576,447,2019,49
3056016,Laurens 56,Clinton High,816,401,415,0,291,441,596,2019,84
3056017,Laurens 56,Clinton Middle School,695,342,353,0,263,353,556,2019,79
3056018,Laurens 56,M S Bailey Child Dev Ctr,99,52,47,0,33,54,85,2019,12
3056019,Laurens 56,Clinton Elem,592,309,283,0,254,274,466,2019,64
3056022,Laurens 56,Joanna-Woodson Elem,338,155,183,0,82,212,278,2019,44
3056023,Laurens 56,Eastside Elem,495,249,246,0,201,244,429,2019,50
3101007,Lee 01,Dennis Elementary,464,225,239,0,405,39,411,2019,17
3101011,Lee 01,Lower Lee Elem,196,76,120,0,191,4,186,2019,1
3101012,Lee 01,West Lee Elem,168,83,85,0,131,25,154,2019,6
3101013,Lee 01,Lee Central High,563,274,289,0,515,33,499,2019,14
3101015,Lee 01,Lee Central Middle,406,203,203,0,374,23,369,2019,7
3201001,Lexington 01,Gilbert High,966,459,507,0,87,755,453,2019,124
3201003,Lexington 01,Lexington High,2045,972,1073,0,211,1644,544,2019,190
3201004,Lexington 01,Pelion High,666,320,346,0,43,532,447,2019,91
3201005,Lexington 01,Gilbert Elem,765,363,402,0,68,573,437,2019,124
3201007,Lexington 01,Lexington Elem,674,294,380,0,165,381,379,2019,128
3201008,Lexington 01,Pelion Elem,648,342,306,0,47,475,509,2019,126
3201009,Lexington 01,Oak Grove Elem,743,364,379,0,115,472,455,2019,156
3201010,Lexington 01,Lexington Middle,1014,484,530,0,122,766,346,2019,126
3201011,Lexington 01,Red Bank Elem,566,276,290,0,86,375,369,2019,105
3201049,Lexington 01,White Knoll Elem,723,375,348,0,126,467,460,2019,130
3201052,Lexington 01,Saxe Gotha Elem,776,368,408,0,123,509,540,2019,144
3201053,Lexington 01,White Knoll Middle,802,394,408,0,154,464,506,2019,184
3201054,Lexington 01,Gilbert Middle,772,377,395,0,61,596,430,2019,115
3201055,Lexington 01,Midway Elem,956,441,515,0,32,805,190,2019,119
3201056,Lexington 01,Lake Murray Elem,796,366,430,0,59,630,234,2019,107
3201057,Lexington 01,White Knoll High,1873,922,951,0,393,1189,910,2019,291
3201058,Lexington 01,Pelion Middle,579,294,285,0,38,439,429,2019,102
3201059,Lexington 01,Gilbert Primary,814,391,423,0,42,605,509,2019,167
3201060,Lexington 01,Pleasant Hill Elem,971,480,491,0,86,764,233,2019,121
3201061,Lexington 01,Pleasant Hill Middle,1200,607,593,0,101,944,343,2019,155
3201062,Lexington 01,Carolina Springs Elem,805,398,407,0,211,497,472,2019,97
3201063,Lexington 01,Carolina Springs Middle,935,450,485,0,215,592,502,2019,128
3201064,Lexington 01,Forts Pond Elem,581,282,299,0,38,434,473,2019,109
3201065,Lexington 01,New Providence Elem,679,317,362,0,56,537,158,2019,86
3201066,Lexington 01,Rocky Creek Elem,756,364,392,0,44,640,264,2019,72
3201067,Lexington 01,Meadow Glen Elementary,901,450,451,0,72,624,217,2019,205
3201068,Lexington 01,Meadow Glen Middle,1042,539,503,0,111,745,301,2019,186
3201069,Lexington 01,River Bluff High,2007,1004,1003,0,165,1509,477,2019,333
3201070,Lexington 01,Deerfield Elementary,740,382,358,0,135,478,357,2019,127
3202009,Lexington 02,Airport High,1274,682,592,0,442,606,863,2019,226
3202011,Lexington 02,B C Sr High,927,444,483,0,285,388,608,2019,254
3202012,Lexington 02,R H Fulmer Middle,672,337,335,0,203,353,489,2019,116
3202017,Lexington 02,Cyril B Busbee Creative Arts A,422,182,240,0,197,123,339,2019,102
3202019,Lexington 02,Congaree Elem,452,216,236,0,116,218,393,2019,118
3202020,Lexington 02,Northside Middle,629,304,325,0,162,243,423,2019,224
3202023,Lexington 02,Saluda River Academy For Arts,332,158,174,0,109,108,255,2019,115
3202024,Lexington 02,Springdale Elem,481,237,244,0,78,296,304,2019,107
3202026,Lexington 02,Pine Ridge Middle,451,215,236,0,173,158,343,2019,120
3202027,Lexington 02,Herbert A Wood Elem,467,238,229,0,177,201,367,2019,89
3202028,Lexington 02,Congaree/Wood Early Chld Ctr,593,278,315,0,182,279,502,2019,132
3202029,Lexington 02,Cayce Elementary,1079,497,582,0,480,259,956,2019,340
3202030,Lexington 02,Riverbank Elementary,1114,520,594,0,269,389,818,2019,456
3203026,Lexington 03,Batesburg-Leesville High,552,280,272,0,179,276,363,2019,97
3203028,Lexington 03,Batesburg-Leesville Elem,463,234,229,0,153,232,356,2019,78
3203029,Lexington 03,Batesburg-Leesville Middle,430,217,213,0,133,220,280,2019,77
3203030,Lexington 03,Batesburg-Leesville Primary,637,304,333,0,196,349,485,2019,92
3204034,Lexington 04,Swansea High,605,304,301,0,124,383,458,2019,98
3204035,Lexington 04,Frances F Mack Intermediate,529,222,307,0,95,311,430,2019,123
3204036,Lexington 04,Sandhills Middle,505,253,252,0,96,304,394,2019,105
3204037,Lexington 04,Swansea High Freshman Acad,220,104,116,0,35,146,164,2019,39
3204039,Lexington 04,Sandhills Elem,498,252,246,0,96,260,416,2019,142
3204040,Lexington 04,Sandhills Primary,482,225,257,0,99,250,398,2019,133
3204800,Lexington 04,Lexington Four Early Childhood,612,294,318,0,110,325,507,2019,177
3205038,Lexington 05,Chapin High,1467,708,759,0,78,1247,278,2019,142
3205039,Lexington 05,Irmo High,1262,638,624,0,695,379,836,2019,188
3205040,Lexington 05,Irmo Middle,914,456,458,0,449,303,558,2019,162
3205041,Lexington 05,Chapin Elem,878,452,426,0,44,707,339,2019,127
3205042,Lexington 05,Dutch Fork Elem,547,265,282,0,260,185,371,2019,102
3205043,Lexington 05,Irmo Elem,550,263,287,0,100,364,188,2019,86
3205044,Lexington 05,Leaphart Elem,491,234,257,0,243,143,350,2019,105
3205045,Lexington 05,Seven Oaks Elem,545,242,303,0,345,90,439,2019,110
3205046,Lexington 05,Crossroads Intermediate,838,402,436,0,325,363,457,2019,150
3205047,Lexington 05,Nursery Road Elem,452,219,233,0,163,194,293,2019,95
3205048,Lexington 05,Harbison West Elem,649,299,350,0,372,179,453,2019,98
3205049,Lexington 05,H E Corley Elem,606,301,305,0,225,237,414,2019,144
3205050,Lexington 05,Chapin Intermediate,870,432,438,0,46,713,199,2019,111
3205051,Lexington 05,Dutch Fork High,1675,847,828,0,547,885,582,2019,243
3205052,Lexington 05,Lake Murray Elem,900,455,445,0,28,762,141,2019,110
3205053,Lexington 05,River Springs Elem,534,250,284,0,107,366,185,2019,61
3205054,Lexington 05,Dutch Fork Middle,1038,518,520,0,332,553,391,2019,153
3205055,Lexington 05,Ballentine Elem,643,310,333,0,97,445,202,2019,101
3205056,Lexington 05,Oak Pointe Elem,592,292,300,0,129,375,243,2019,88
3205057,Lexington 05,Spring Hill High,1045,524,521,0,179,772,248,2019,94
3205058,Lexington 05,Chapin Middle School,902,433,469,0,42,764,218,2019,96
3301001,McCormick 01,McCormick High,194,102,92,0,149,42,141,2019,3
3301002,McCormick 01,McCormick Middle,161,63,98,0,126,31,135,2019,4
3301003,McCormick 01,McCormick Elem,319,163,156,0,253,55,286,2019,11
3410002,Marion 10,Marion High,676,319,357,0,511,139,570,2019,26
3410003,Marion 10,Easterling Primary,587,279,308,0,449,98,552,2019,40
3410004,Marion 10,Marion Intermediate,576,288,288,0,457,85,546,2019,34
3410007,Marion 10,Johnakin Middle,557,268,289,0,437,97,498,2019,23
3410008,Marion 10,Mullins High,399,187,212,0,296,74,344,2019,29
3410009,Marion 10,Palmetto Middle,310,164,146,0,212,64,286,2019,34
3410010,Marion 10,McCormick Elem,326,164,162,0,242,53,309,2019,31
3410013,Marion 10,North Mullins Primary,430,228,202,0,293,102,391,2019,35
3410023,Marion 10,Britton's Neck Elem.,231,110,121,0,197,17,217,2019,17
3410024,Marion 10,Creek Bridge High,274,130,144,0,241,30,260,2019,3
3410413,Marion 10,Mullins ECC ANNEX,8,3,5,0,5,2,6,2019,1
3501012,Marlboro 01,Bennettsville Primary,428,216,212,0,350,48,399,2019,30
3501020,Marlboro 01,McColl Elem/Middle,729,366,363,0,175,364,569,2019,190
3501023,Marlboro 01,Clio Elem/Middle,153,68,85,0,136,7,133,2019,10
3501025,Marlboro 01,Wallace Elem/Midddle,457,226,231,0,173,230,380,2019,54
3501026,Marlboro 01,Marlboro County High,944,443,501,0,595,260,756,2019,89
3501027,Marlboro 01,Blenheim Elem/Middle,587,265,322,0,424,132,534,2019,31
3501028,Marlboro 01,Marlboro School Of Discovery,138,88,50,0,86,27,99,2019,25
3501029,Marlboro 01,Bennettsville Intermediate,441,209,232,0,357,48,414,2019,36
3601001,Newberry 01,Newberry High,702,340,362,0,344,165,560,2019,193
3601002,Newberry 01,Mid Carolina High,727,349,378,0,125,499,335,2019,103
